0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,file,labels
31.605251,31.605499,31.606245,31.605924,31.60149,31.601746,31.606563,31.603026,31.601361,31.610205,31.61692,31.61684,31.605115,31.612694,31.606165,31.604995,31.605932,31.611654,31.60778,31.609173,31.60137,31.601826,31.599328,31.600273,31.600521,31.590269,31.59155,31.593079,31.592662,31.597192,31.598577,31.597648,31.59672,31.594783,31.589317,31.589758,31.588021,31.586892,31.581722,31.589573,31.587676,31.585708,31.582066,31.581577,31.589998,31.593407,31.598273,31.594495,31.596192,31.595398,31.596952,31.595815,31.596055,31.59239,31.589229,31.593479,31.59584,31.597816,31.598256,31.591559,31.594464,31.597048,31.597015,31.597776,31.597425,31.596696,31.59632,31.600721,31.594671,31.594655,31.595775,31.590749,feb7,L_Serine
31.597648,31.599929,31.602826,31.596152,31.594959,31.600481,31.598169,31.598928,31.60562,31.600569,31.603378,31.598873,31.600201,31.608548,31.610278,31.606363,31.599857,31.599745,31.604371,31.598833,31.589412,31.590518,31.592582,31.590502,31.596752,31.594935,31.592223,31.592799,31.599137,31.598065,31.596752,31.594287,31.590797,31.59211,31.592982,31.591198,31.584675,31.584419,31.584731,31.576327,31.576152,31.575816,31.577248,31.586075,31.586412,31.589021,31.593342,31.596904,31.597536,31.600058,31.597905,31.604627,31.598817,31.597408,31.597305,31.59271,31.592638,31.59107,31.590366,31.590997,31.592647,31.593214,31.593094,31.601601,31.601338,31.606076,31.607844,31.615207,31.608301,31.599689,31.608213,31.604691,feb7,L_Serine
31.601914,31.602322,31.59804,31.596912,31.602202,31.59872,31.596896,31.599273,31.599121,31.601722,31.602803,31.602258,31.605115,31.600817,31.600578,31.60085,31.595152,31.600673,31.598497,31.591454,31.592926,31.597376,31.596912,31.593831,31.589741,31.598257,31.597768,31.598368,31.592126,31.593911,31.597664,31.599441,31.597888,31.59568,31.596031,31.592262,31.593734,31.590245,31.584291,31.583451,31.583067,31.591198,31.589205,31.589405,31.591198,31.592694,31.600673,31.598033,31.595984,31.598056,31.594206,31.593311,31.586452,31.591302,31.588205,31.583187,31.591214,31.588556,31.593559,31.591406,31.591869,31.588156,31.592343,31.579153,31.586908,31.585276,31.581482,31.585323,31.582763,31.589252,31.591486,31.588364,feb7,L_Serine
30.698953,30.700865,30.700385,30.720626,30.707957,30.709269,30.708396,30.716184,30.738152,30.729205,30.730341,30.728316,30.718248,30.718249,30.73191,30.718353,30.728772,30.715727,30.706316,30.712414,30.723571,30.726075,30.72345,30.691879,30.722026,30.706804,30.721394,30.72233,30.733023,30.713727,30.721201,30.721722,30.724955,30.717272,30.706588,30.688148,30.702762,30.679793,30.669997,30.669748,30.667036,30.659905,30.657672,30.643547,30.666403,30.684851,30.67492,30.681281,30.701922,30.700673,30.681994,30.692222,30.700753,30.699225,30.691702,30.700025,30.70822,30.705836,30.673766,30.690477,30.678304,30.688661,30.687876,30.689349,30.703242,30.711342,30.724115,30.73828,30.728972,30.726372,30.718881,30.728444,feb7,L_Threonine
30.578177,30.572518,30.57255,30.554391,30.555968,30.546684,30.558569,30.585147,30.603546,30.604331,30.579881,30.576111,30.571205,30.595023,30.604443,30.619922,30.599745,30.583907,30.590757,30.60057,30.597968,30.587756,30.589445,30.583675,30.580353,30.583923,30.564555,30.568757,30.584715,30.605747,30.598408,30.55327,30.566148,30.566556,30.56638,30.552182,30.552462,30.540025,30.550805,30.570381,30.541154,30.54798,30.549221,30.558433,30.541698,30.568293,30.554575,30.592006,30.581274,30.586852,30.591598,30.609157,30.59215,30.5673,30.563131,30.566812,30.588148,30.615824,30.592582,30.594935,30.602138,30.62453,30.609284,30.598769,30.623715,30.635279,30.639385,30.658441,30.654264,30.635287,30.639553,30.649725,feb7,L_Threonine
30.660593,30.65055,30.64097,30.645523,30.654863,30.642219,30.651758,30.665812,30.676224,30.685915,30.664427,30.661778,30.655295,30.673838,30.679,30.683979,30.667996,30.646356,30.661938,30.655736,30.631654,30.623163,30.648068,30.635312,30.630749,30.634447,30.634215,30.628213,30.630501,30.640618,30.623627,30.621354,30.632574,30.615055,30.6164,30.605612,30.610901,30.586667,30.584291,30.585956,30.586548,30.583122,30.595495,30.597896,30.596264,30.627036,30.627996,30.64177,30.640561,30.625427,30.643587,30.642922,30.647236,30.656968,30.660649,30.652486,30.671686,30.666059,30.669036,30.64133,30.654512,30.695743,30.683186,30.692086,30.701195,30.69981,30.676848,30.713839,30.708997,30.679321,30.696032,30.706404,feb7,L_Threonine
29.498985,29.497696,29.495304,29.488789,29.50574,29.50606,29.513318,29.501202,29.495576,29.494551,29.513959,29.516103,29.495815,29.522586,29.520961,29.519721,29.521138,29.528092,29.516311,29.524818,29.537184,29.546308,29.529029,29.526796,29.532542,29.525644,29.533663,29.525403,29.527325,29.505204,29.511494,29.528484,29.48678,29.511678,29.507964,29.496344,29.494975,29.487564,29.491021,29.484892,29.487132,29.476608,29.490157,29.497032,29.498856,29.509894,29.518408,29.539048,29.543259,29.540145,29.538865,29.544059,29.532734,29.529836,29.545355,29.537617,29.544291,29.546988,29.539777,29.556984,29.558489,29.548965,29.554839,29.562722,29.554159,29.560345,29.556936,29.56918,29.563586,29.572238,29.565715,29.562962,feb7,L_Asparagine
30.72646,30.714928,30.712407,30.729309,30.735455,30.732462,30.729149,30.752782,30.740105,30.744515,30.732726,30.742771,30.746484,30.728093,30.741066,30.7257,30.72646,30.720546,30.711134,30.709125,30.711157,30.711806,30.71728,30.698745,30.704322,30.713031,30.703202,30.69816,30.721266,30.70598,30.686284,30.732598,30.726643,30.711926,30.692942,30.708764,30.66782,30.670853,30.663243,30.682082,30.66321,30.660185,30.661818,30.670733,30.675487,30.691229,30.700746,30.698264,30.712878,30.707044,30.704211,30.710422,30.710029,30.718384,30.704883,30.704731,30.700505,30.71303,30.718353,30.715087,30.713895,30.718881,30.712333,30.718353,30.733303,30.726772,30.730949,30.740529,30.7378,30.750917,30.743523,30.746267,feb7,L_Threonine
29.580457,29.585092,29.580226,29.586516,29.584892,29.578368,29.582394,29.582578,29.587452,29.58161,29.580001,29.586099,29.579889,29.578784,29.576392,29.574103,29.57788,29.572958,29.573158,29.56774,29.575903,29.574991,29.568917,29.567692,29.570829,29.577408,29.575063,29.575639,29.575295,29.578136,29.575023,29.578416,29.577424,29.577968,29.577848,29.57195,29.565811,29.557993,29.560393,29.556264,29.547924,29.542354,29.552166,29.556288,29.563018,29.560105,29.568485,29.573695,29.579881,29.584667,29.584539,29.566187,29.576672,29.580001,29.578873,29.57744,29.57792,29.583899,29.582081,29.573046,29.578297,29.575487,29.575416,29.570862,29.577744,29.586612,29.581226,29.586852,29.584859,29.58385,29.586011,29.590326,feb7,L_Asparagine
29.434671,29.4168,29.431286,29.435135,29.432438,29.423811,29.425523,29.428965,29.413503,29.418552,29.41103,29.432414,29.42766,29.412878,29.424379,29.441793,29.447036,29.430765,29.435079,29.42914,29.424939,29.426076,29.417688,29.42089,29.447052,29.479721,29.469044,29.475007,29.477344,29.481898,29.4768,29.468708,29.45067,29.434519,29.414839,29.412919,29.419913,29.409261,29.409501,29.396528,29.400057,29.398297,29.393391,29.40329,29.410125,29.423274,29.437608,29.474871,29.451998,29.437777,29.441418,29.461834,29.460777,29.451014,29.44293,29.450206,29.459986,29.45423,29.475712,29.459265,29.464403,29.485699,29.481186,29.486332,29.50822,29.498176,29.493142,29.506788,29.478152,29.485348,29.485083,29.502322,feb7,L_Asparagine
30.517961,30.519857,30.509957,30.523427,30.521001,30.512854,30.507196,30.507004,30.515151,30.490693,30.497217,30.514959,30.531541,30.541562,30.52526,30.544307,30.53628,30.528685,30.513431,30.531757,30.53664,30.504259,30.508157,30.500722,30.499057,30.510341,30.498048,30.516247,30.506539,30.489813,30.52205,30.497104,30.519761,30.500625,30.472102,30.493039,30.463179,30.470053,30.481513,30.492486,30.484059,30.489269,30.506973,30.518192,30.536383,30.537976,30.547172,30.544595,30.533279,30.568996,30.546052,30.561442,30.582114,30.580386,30.565556,30.555688,30.545675,30.528845,30.54999,30.553238,30.587084,30.560049,30.545379,30.53183,30.55792,30.556351,30.585291,30.563683,30.545875,30.559065,30.574319,30.58117,feb7,L_Threonine
29.574695,29.570069,29.5778,29.575591,29.574222,29.575143,29.566036,29.566203,29.570421,29.569509,29.576904,29.568252,29.569092,29.568004,29.567764,29.577111,29.582178,29.580786,29.575751,29.567596,29.573182,29.567797,29.562346,29.568717,29.561594,29.548981,29.563179,29.552246,29.5473,29.552333,29.543306,29.534591,29.531838,29.545812,29.549037,29.55147,29.527068,29.520754,29.527556,29.527396,29.539857,29.532398,29.538304,29.516848,29.533631,29.54153,29.552926,29.546892,29.54746,29.567044,29.547645,29.556448,29.563979,29.570445,29.557528,29.560665,29.556872,29.565971,29.56614,29.574374,29.567452,29.57275,29.572054,29.570589,29.564828,29.566516,29.569197,29.573759,29.580145,29.577928,29.582058,29.572687,feb7,L_Asparagine
29.593006,29.592638,29.588021,29.59251,29.594383,29.59091,29.591654,29.593575,29.595759,29.592542,29.586748,29.58313,29.589756,29.59151,29.591518,29.592799,29.588165,29.591942,29.58614,29.588333,29.588532,29.585075,29.586003,29.585356,29.5873,29.590813,29.589669,29.583859,29.583098,29.578817,29.584187,29.580882,29.587485,29.588589,29.591478,29.582827,29.580098,29.575215,29.577456,29.589493,29.587268,29.587053,29.587621,29.589165,29.58598,29.586332,29.588773,29.594175,29.595392,29.599329,29.59836,29.595391,29.594455,29.600833,29.591158,29.59207,29.587012,29.590093,29.592462,29.587988,29.593951,29.590838,29.597873,29.598129,29.595248,29.599777,29.604963,29.603563,29.60181,29.603434,29.605604,29.605363,feb7,L_Asparagine
